,CodigoParlamentar,CodigoMateria,interesse,justificativa_interesse
377,22.0,149758,0,Co-autor de PEC
378,22.0,149763,10,Autor principal da matéria há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
379,22.0,149764,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
380,22.0,149783,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
381,22.0,149805,0,Co-autor de PEC
382,22.0,149861,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
383,22.0,149925,0,Co-autor de PEC
384,22.0,149926,0,Co-autor de PEC
385,22.0,150038,14,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Encaminhamento) há menos de 3 anos - Autor de emenda há menos de 3 anos
386,22.0,150202,6,Relatou a matéria há menos de 3 anos em PLEN
387,22.0,150214,-5,Foi relator mas houve redistribuição da relatoria em CRA
388,22.0,150383,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
389,22.0,150391,0,Co-autor de PEC
390,22.0,150392,0,Co-autor de PEC
391,22.0,150396,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
392,22.0,150398,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
393,22.0,150454,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
394,22.0,150485,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
395,22.0,150731,8,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos
396,22.0,150752,0,Co-autor de PEC
397,22.0,150818,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
398,22.0,150819,7,Relatou a matéria há menos de 1 ano em CAE
399,22.0,150820,0,Co-autor de PEC
400,22.0,150833,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
401,22.0,150842,0,Co-autor de PEC
402,22.0,150965,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
403,22.0,150966,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
404,22.0,150988,0,Co-autor de PEC
405,22.0,150995,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
406,22.0,151048,10,Autor principal da matéria há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
407,22.0,151077,6,Autor principal da matéria há menos de 3 anos
408,22.0,151098,6,Relatou a matéria há menos de 3 anos em CRE
409,22.0,151132,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
410,22.0,151149,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
411,22.0,151187,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
412,22.0,151199,10,Discursou sobre a matéria (Discussão) há menos de 3 anos - Autor de emenda há menos de 3 anos
413,22.0,151254,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
414,22.0,151274,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
415,22.0,151290,4,Co-autor da matéria há menos de 3 anos
416,22.0,151293,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
417,22.0,151333,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
418,22.0,151373,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
419,22.0,151394,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
420,22.0,151395,6,Autor principal da matéria há menos de 3 anos
421,22.0,151437,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
422,22.0,151444,6,Autor de emenda há menos de 3 anos
423,22.0,151449,14,Discursou sobre a matéria (Pela Liderança) há menos de 3 anos - Discursou sobre a matéria (Discussão) há menos de 3 anos - Autor de emenda há menos de 3 anos
424,22.0,151452,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
425,22.0,151453,6,Autor de emenda há menos de 3 anos
426,22.0,151458,6,Autor de emenda há menos de 3 anos
427,22.0,151471,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
428,22.0,151480,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
429,22.0,151482,8,Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
430,22.0,151491,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
431,22.0,151495,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
432,22.0,151579,6,Relatou a matéria há menos de 3 anos em CRE
433,22.0,151580,6,Relatou a matéria há menos de 3 anos em CRE
434,22.0,151585,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
435,22.0,151606,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
436,22.0,151618,4,Relator atual designado há menos de 1 ano em CCDD
437,22.0,151740,8,Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
438,22.0,151741,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
439,22.0,151757,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
440,22.0,151791,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
441,22.0,151827,4,Relator atual designado há menos de 1 ano em CCDD
442,22.0,151848,4,Relator atual designado há menos de 1 ano em CCDD
443,22.0,151956,4,Relator atual designado há menos de 1 ano em CCDD
444,22.0,152003,14,Relatou a matéria há menos de 1 ano em CCDD - Autor de emenda há menos de 1 ano
445,22.0,152145,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
446,22.0,152157,0,Co-autor de PEC
447,22.0,152172,4,Relator atual designado há menos de 1 ano em CCDD
448,22.0,152178,4,Relator atual designado há menos de 1 ano em CCDD
449,22.0,152194,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
450,22.0,152199,6,Autor de emenda há menos de 3 anos
451,22.0,152238,4,Relator atual designado há menos de 1 ano em CCDD
452,22.0,152242,4,Relator atual designado há menos de 1 ano em CCDD
453,22.0,152262,10,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Autor de emenda há menos de 3 anos
454,22.0,152309,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
455,22.0,152340,17,Autor principal da matéria há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos - Autor de emenda há menos de 1 ano
456,22.0,152364,0,Co-autor de PEC
457,22.0,152383,6,Relatou a matéria há menos de 3 anos em CRE
458,22.0,152401,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
459,22.0,152405,8,Discursou sobre a matéria (Discussão) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
460,22.0,152433,4,Relator atual designado há menos de 1 ano em CCDD
461,22.0,152434,4,Relator atual designado há menos de 1 ano em CCDD
462,22.0,152438,4,Relator atual designado há menos de 1 ano em CCDD
463,22.0,152440,0,Foi designado como relator mas a matéria foi prejudicada em CCDD
464,22.0,152455,4,Relator atual designado há menos de 1 ano em CCDD
465,22.0,152503,4,Relator atual designado há menos de 1 ano em CCDD
466,22.0,152548,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
467,22.0,152555,8,Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
468,22.0,152596,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
469,22.0,152632,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
470,22.0,152708,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
471,22.0,152715,0,Co-autor de PEC
472,22.0,152786,6,Autor de emenda há menos de 3 anos
473,22.0,152795,4,Co-autor da matéria há menos de 3 anos
474,22.0,152805,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
475,22.0,152825,10,Relatou a matéria há menos de 3 anos em PLEN - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
476,22.0,152867,4,Relator atual designado há menos de 1 ano em CSP
477,22.0,152879,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
478,22.0,152936,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
479,22.0,152939,6,Autor de emenda há menos de 3 anos
480,22.0,153033,10,Discursou sobre a matéria (Discussão) há menos de 1 ano - Discursou sobre a matéria (Pela ordem) há menos de 3 anos
481,22.0,153048,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
482,22.0,153068,0,Co-autor de PEC
483,22.0,153081,7,Relatou a matéria há menos de 1 ano em CE
484,22.0,153130,4,Relator atual designado há menos de 1 ano em CE - Foi designado como relator mas a matéria foi prejudicada em CE
485,22.0,153151,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
486,22.0,153204,4,Relator atual designado há menos de 1 ano em CCDD
487,22.0,153275,4,Relator atual designado há menos de 1 ano em CCDD
488,22.0,153322,4,Relator atual designado há menos de 1 ano em CCDD
489,22.0,153327,4,Relator atual designado há menos de 1 ano em CCDD
490,22.0,153341,18,Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Encaminhamento) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Autor de emenda há menos de 3 anos
491,22.0,153342,11,Discursou sobre a matéria (Pela ordem) há menos de 3 anos - Autor de emenda há menos de 1 ano
492,22.0,153396,6,Autor de emenda há menos de 3 anos
493,22.0,153466,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
494,22.0,153501,4,Relator atual designado há menos de 1 ano em CCDD
495,22.0,153518,4,Co-autor de PEC - Discursou sobre a matéria (Discurso) há menos de 3 anos
496,22.0,153530,6,Autor principal da matéria há menos de 3 anos
497,22.0,153531,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
498,22.0,153693,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
499,22.0,153785,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
500,22.0,153796,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
501,22.0,153824,12,Discursou sobre a matéria (Pela ordem) há menos de 1 ano - Discursou sobre a matéria (Pela Liderança) há menos de 1 ano
502,22.0,153882,4,Relator atual designado há menos de 1 ano em CCDD
503,22.0,153887,4,Relator atual designado há menos de 1 ano em CCDD
504,22.0,153923,6,Autor de emenda há menos de 3 anos
505,22.0,153958,12,Autor principal da matéria há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 1 ano
506,22.0,153960,4,Discursou sobre a matéria (Pela ordem) há menos de 3 anos
507,22.0,153980,4,Relator atual designado há menos de 1 ano em CCDD
508,22.0,153984,4,Relator atual designado há menos de 1 ano em CCDD
509,22.0,154008,4,Relator atual designado há menos de 1 ano em CCDD
510,22.0,154050,4,Relator atual designado há menos de 1 ano em CCDD
511,22.0,154260,0,Co-autor de PEC
512,22.0,154266,16,Autor principal da matéria há menos de 3 anos - Discursou sobre a matéria (Discurso) há menos de 3 anos - Discursou sobre a matéria (Pela ordem) há menos de 1 ano
513,22.0,154313,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
514,22.0,154358,7,Relatou a matéria há menos de 1 ano em CE
515,22.0,154384,12,Discursou sobre a matéria (Discurso) há menos de 1 ano - Discursou sobre a matéria (Pela ordem) há menos de 1 ano
516,22.0,154453,1,Foi relator ad hoc em CCJ
517,22.0,154469,13,Relatou a matéria há menos de 1 ano em CE - Discursou sobre a matéria (Discussão) há menos de 1 ano
518,22.0,154545,7,Autor de emenda há menos de 1 ano
519,22.0,154599,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
520,22.0,154605,6,Relatou a matéria há menos de 3 anos em CRE
521,22.0,154620,4,Discursou sobre a matéria (Discussão) há menos de 3 anos
522,22.0,154695,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
523,22.0,154710,7,Relatou a matéria há menos de 1 ano em CI
524,22.0,154753,4,Discursou sobre a matéria (Discurso) há menos de 3 anos
525,22.0,154810,6,Autor principal da matéria há menos de 3 anos
526,22.0,154877,4,Relator atual designado há menos de 1 ano em CCDD
527,22.0,154892,6,Autor principal da matéria há menos de 3 anos
528,22.0,154939,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
529,22.0,154973,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
530,22.0,154988,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
531,22.0,155004,7,Relatou a matéria há menos de 1 ano em CRE
532,22.0,155090,6,Discursou sobre a matéria (Discurso) há menos de 1 ano
533,22.0,155095,4,Relator atual designado há menos de 1 ano em CE
534,22.0,155136,0,Co-autor de PEC
535,22.0,155185,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
536,22.0,155248,18,Discursou sobre a matéria (Discussão) há menos de 1 ano - Discursou sobre a matéria (Encaminhamento) há menos de 1 ano - Discursou sobre a matéria (Discurso) há menos de 1 ano
537,22.0,155267,13,Relatou a matéria há menos de 1 ano em PLEN - Discursou sobre a matéria (Pela ordem) há menos de 1 ano
538,22.0,155274,0,Co-autor de PEC
539,22.0,155276,0,Co-autor de PEC
540,22.0,155346,0,Co-autor de PEC
541,22.0,155348,7,Autor de emenda há menos de 1 ano
542,22.0,155363,6,Discursou sobre a matéria (Encaminhamento) há menos de 1 ano
543,22.0,155401,13,Discursou sobre a matéria (Discussão) há menos de 1 ano - Autor de emenda há menos de 1 ano
544,22.0,155407,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
545,22.0,155408,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
546,22.0,155409,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
547,22.0,155410,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
548,22.0,155411,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
549,22.0,155412,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
550,22.0,155471,0,Co-autor de PEC
551,22.0,155575,7,Autor de emenda há menos de 1 ano
552,22.0,155589,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
553,22.0,155612,0,Co-autor de PEC
554,22.0,155631,7,Relatou a matéria há menos de 1 ano em CRE
555,22.0,155634,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
556,22.0,155648,13,Discursou sobre a matéria (Discussão) há menos de 1 ano - Autor de emenda há menos de 1 ano
557,22.0,155651,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
558,22.0,155673,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
559,22.0,155678,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
560,22.0,155769,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
561,22.0,155787,7,Autor de emenda há menos de 1 ano
562,22.0,155814,13,Relatou a matéria há menos de 1 ano em CRE - Discursou sobre a matéria (Pela ordem) há menos de 1 ano
563,22.0,155866,4,Relator atual designado há menos de 1 ano em CSP
564,22.0,155884,0,Foi designado como relator mas a matéria foi prejudicada em CSP
565,22.0,155886,7,Autor de emenda há menos de 1 ano
566,22.0,155940,7,Autor de emenda há menos de 1 ano
567,22.0,155952,0,Co-autor de PEC
568,22.0,156003,7,Autor de emenda há menos de 1 ano
569,22.0,156038,5,Co-autor da matéria há menos de 1 ano
570,22.0,156056,7,Autor de emenda há menos de 1 ano
571,22.0,156115,14,Relatou a matéria há menos de 1 ano em CE - Autor de emenda há menos de 1 ano
572,22.0,156182,6,Discursou sobre a matéria (Discurso) há menos de 1 ano
573,22.0,156273,0,Co-autor de PEC
574,22.0,156368,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
575,22.0,156391,0,Co-autor de PEC
576,22.0,156437,0,Co-autor de PEC
577,22.0,156440,4,Relator atual designado há menos de 1 ano em CE
578,22.0,156564,4,Relator atual designado há menos de 1 ano em CCDD
579,22.0,156571,0,Co-autor de PEC
580,22.0,156611,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
581,22.0,156651,0,Co-autor de PEC
582,22.0,156780,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
583,22.0,156810,0,Co-autor de PEC
584,22.0,156944,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
585,22.0,157092,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
586,22.0,157121,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
587,22.0,157131,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
588,22.0,157134,0,Co-autor de PEC
589,22.0,157146,0,Co-autor de PEC
590,22.0,157153,0,Co-autor de PEC
591,22.0,157179,6,Discursou sobre a matéria (Discussão) há menos de 1 ano
592,22.0,157188,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
593,22.0,157219,0,Co-autor de PEC
594,22.0,157314,6,Discursou sobre a matéria (Pela ordem) há menos de 1 ano
